year,range_1pct,range_99pct,q10,q25,q50,q75,q90
2015,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738
2020,0.008560078218579292,0.008587968535721302,0.008560078218579292,0.008560078218579292,0.008572199381887913,0.008587968535721302,0.008587968535721302
2025,0.009491472505033016,0.009777048602700233,0.00950491800904274,0.009544458240270615,0.009621742181479931,0.009703404270112514,0.009745718911290169
2030,0.010432153940200806,0.011208977550268173,0.010535495355725288,0.01065902691334486,0.01079593226313591,0.01094882097095251,0.011094058863818645
2035,0.011361723765730858,0.01290079995058477,0.011598886922001839,0.011829130351543427,0.012082969769835472,0.012370066717267036,0.012606754899024963
2040,0.012287733145058155,0.014806532310321927,0.012726911436766386,0.013074198737740517,0.013473148923367262,0.01389839081093669,0.014275213237851858
2045,0.013236522926017642,0.016925086602568626,0.01388301169499755,0.014362628106027842,0.01493573235347867,0.015536831691861153,0.016088097542524337
2050,0.014131791861727834,0.019296577684581283,0.01502793924883008,0.01569324266165495,0.01644487027078867,0.01727135293185711,0.018010782636702062
2055,0.015005268594250084,0.021913098022341735,0.01617739275097847,0.01702797319740057,0.018018578179180622,0.01908175367861986,0.02003367245197296
2060,0.015807146932929755,0.02468930130824447,0.017281703278422357,0.01836163317784667,0.01960302796214819,0.02093031583353877,0.0222051652148366
2065,0.016577815487980842,0.0278898317925632,0.01837642528116703,0.01966786989942193,0.021202857606112957,0.022842356003820896,0.024460254423320293
2070,0.017260054815560578,0.03135560523718595,0.019427637010812758,0.020943029318004847,0.022772272117435932,0.024763615801930428,0.026815859600901604
2075,0.01789352288469672,0.035159506499767304,0.020443293638527392,0.02216446027159691,0.024341012351214886,0.026718696113675833,0.02925035133957863
2080,0.01849197907373309,0.038930339626967916,0.02137239817529917,0.023351178970187902,0.025860315188765526,0.028671172447502613,0.031798365712165835
2085,0.019026817679405214,0.04278892666101457,0.022241107188165188,0.024494638200849295,0.02733675204217434,0.0306905978359282,0.03438695929944515
2090,0.019463430792093277,0.04666721601039171,0.02304952796548605,0.025589552242308855,0.028779002837836742,0.03264254238456488,0.03693213276565075
2095,0.01987800620496273,0.050658158026635654,0.023798433132469654,0.026627566199749708,0.030214752070605755,0.03458377439528704,0.039504510909318925
2100,0.02025634765625,0.05465029865503312,0.024470753222703933,0.027573124039918184,0.031557437032461166,0.03649703413248062,0.041946858167648315
2105,0.020574118494987487,0.0592222058773041,0.025079376250505447,0.028497603721916676,0.03284841030836105,0.0383039778098464,0.04431938268244267
2110,0.02082534033805132,0.06366341300308707,0.025644898042082788,0.02934348862618208,0.03414599411189556,0.040058694779872894,0.04671414308249951
2115,0.021072400175035,0.06747012145817281,0.026173007115721705,0.030171590391546488,0.03532569296658039,0.041808479465544224,0.049116814881563185
2120,0.02129078907892108,0.07174458712339402,0.026598208770155906,0.03094266727566719,0.03651164658367634,0.04341706819832325,0.051384614408016206
2125,0.021483042147010564,0.07586522862315181,0.02706115450710058,0.03158299345523119,0.03757302463054657,0.04503485560417175,0.053615693002939224
2130,0.021580221652984618,0.08015700034797194,0.02742136251181364,0.03222244046628475,0.038519421592354774,0.046486787497997284,0.055677952617406844
2135,0.0215540168620646,0.08397655226290228,0.027759447135031222,0.03279540967196226,0.03946009464561939,0.04791198205202818,0.057824257016181956
2140,0.021682259123772384,0.08795904785394672,0.02811042480170727,0.03334471303969622,0.04034706950187683,0.04934789706021547,0.059950252249836924
2145,0.02173249812796712,0.09195502780377865,0.02843645177781582,0.03384873643517494,0.04118100181221962,0.05070913955569267,0.06196875385940076
2150,0.02173828262835741,0.09569270938634876,0.02863118499517441,0.03427290357649326,0.041958171874284744,0.051961883902549744,0.06402147635817529
2155,0.02183630770072341,0.09850450694561011,0.028829024732112886,0.034663726575672626,0.042679017409682274,0.0530880531296134,0.06599028334021569
