mu_dice2016
0.16157055
0.1661514
0.17057219
0.17492704
0.1792318
0.18348983
0.18768728
0.1918218
0.19598863
0.20017076
0.20439778
0.20872249
0.21313164
0.21763122
0.2222086
0.22686659
0.2315861
0.23639771
0.24126588
0.24618597
0.25115246
0.2562323
0.2614089
0.26667178
0.2719772
0.27744058
0.28309897
0.2888808
0.29474235
0.30069938
0.30680388
0.31290066
0.31902143
0.3252081
0.3314741
0.33784515
0.34431037
0.35079882
0.35726616
0.36383274
0.370577
0.37743688
0.3844089
0.39147058
0.3985415
0.40570077
0.41294083
0.4203289
0.4277432
0.435153
0.4426514
0.45027623
0.4580368
0.46589687
0.4738173
0.48180628
0.48985553
0.4979693
0.5061465
0.51438934
0.52270496
0.5310999
0.5395882
0.548126
0.5566931
0.5652997
0.57397103
0.58276016
0.5917382
0.6008559
0.610055
0.6194812
0.62915444
0.6389468
0.6488111
0.65876347
0.66879874
0.6789569
0.6892209
0.6996593
0.710303
0.7210119
0.7318226
0.74267626
0.75366026
0.7648755
0.77633166
0.787712
0.7990287
0.8103043
0.8215955
0.8334003
0.84514666
0.8567917
0.86831856
0.8797537
0.8911003
0.90233386
0.91343415
0.92442113
0.93528706
0.9460312
0.95665234
0.9671485
0.97745186
0.9875465
0.99701
0.9998303
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.99999315
1
1
1
1
1
1
0.9999941
0.99998206
0.99998033
0.9999945
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.99998814
0.99997437
0.99996746
0.9999596
0.99995756
0.99997365
0.9999893
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.99998385
0.9999605
0.99993676
0.9999086
0.99987686
0.9998441
0.99981046
0.999776
0.99974054
0.9997035
0.9996542
0.9996021
0.9995495
0.99949574
0.9994409
0.9993803
0.9993189
0.9992565
0.99919313
0.9991282
0.9990625
0.99899626
0.99892944
0.99886185
0.9987934
0.99872446
0.9986552
0.99858445
0.998512
