year,range_1pct,range_99pct,q10,q25,q50,q75,q90
2015,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738,0.007659334689378738
2020,0.00856067519634962,0.00858856737613678,0.00856067519634962,0.00856067519634962,0.008572797290980816,0.00858856737613678,0.00858856737613678
2025,0.009506279602646828,0.009763309732079506,0.009519839659333229,0.009559545665979385,0.009622588753700256,0.009689918719232082,0.00973209273070097
2030,0.010478044860064983,0.011161657981574535,0.010566889308393002,0.010675860568881035,0.010796804912388325,0.010933383367955685,0.011048252694308758
2035,0.01145839411765337,0.012811607206240297,0.011680150404572487,0.011872373288497329,0.01208995096385479,0.012334170751273632,0.012538639828562737
2040,0.012438564449548722,0.014628140712156892,0.012834933027625084,0.01312850066460669,0.013480870053172112,0.013845333829522133,0.014168095029890537
2045,0.013444109316915274,0.016660435982048513,0.01402476942166686,0.014438803074881434,0.014928101561963558,0.015462394803762436,0.01593442875891924
2050,0.014428697489202023,0.018940763659775258,0.01522019635885954,0.015795635525137186,0.016440697945654392,0.017157389782369137,0.01778660360723734
2055,0.015391402067616583,0.02139217181131244,0.016419225186109544,0.01715111406520009,0.0180215947329998,0.01893226895481348,0.019756828248500825
2060,0.016281306613236665,0.02408084811642766,0.017576877772808076,0.018520941957831383,0.019598880782723427,0.02074844716116786,0.021844842843711375
2065,0.01717030515894294,0.027034539673477413,0.018716529197990894,0.01985892141237855,0.0212012380361557,0.022606374230235815,0.024038255400955676
2070,0.017915100939571858,0.030210930407047275,0.019840505346655844,0.021168510429561138,0.022770668379962444,0.02450042823329568,0.026277540996670724
2075,0.018650289699435232,0.033692090585827825,0.020922580920159816,0.02242047293111682,0.024336732923984528,0.026402036659419537,0.028637779131531718
2080,0.01936777161434293,0.03724965989589692,0.021916012093424798,0.023665178567171097,0.025838988833129406,0.02828392805531621,0.03107037637382746
2085,0.02000434812158346,0.04068446099758149,0.02285908181220293,0.024818554986268282,0.027314558625221252,0.03023686632514,0.03354308940470219
2090,0.020533743165433407,0.044321269206702714,0.023740838468074798,0.02597059402614832,0.02874926757067442,0.03213847987353802,0.03600554428994656
2095,0.02105830119922757,0.04804496679455042,0.024553209356963635,0.027024518698453903,0.030182693153619766,0.03402141202241182,0.03839474469423294
2100,0.021522165071219207,0.05183331780135633,0.025290809199213983,0.02804102236405015,0.03154362924396992,0.035857006907463074,0.04075458683073521
2105,0.021937745902687312,0.055636832080781504,0.025945371575653554,0.02899343753233552,0.03284472040832043,0.037674973718822,0.04304647445678711
2110,0.02219209983944893,0.059404148161411305,0.026571862399578094,0.029873855877667665,0.03414067067205906,0.03935137763619423,0.04524634443223477
2115,0.02250241907313466,0.0631341301649809,0.027140561491250992,0.03077240427955985,0.03530808538198471,0.04099391866475344,0.047463105991482735
2120,0.02283405665308237,0.06690311521291732,0.027695062197744848,0.03155605122447014,0.03646954894065857,0.042526159435510635,0.0495612807571888
2125,0.023090742826461792,0.07027526862919344,0.02820270210504532,0.03224619198590517,0.037529369816184044,0.0440858481451869,0.051645158976316455
2130,0.023184061367064714,0.07452064931392671,0.028641017712652685,0.03290319722145796,0.0385319497436285,0.04550428315997124,0.0536734227091074
2135,0.023273504357784986,0.0774419791251421,0.029024416767060756,0.03354064095765352,0.03939061425626278,0.046877325512468815,0.0556377861648798
2140,0.02335247436538339,0.08085487768054009,0.029402095265686514,0.034186226315796375,0.04036572203040123,0.04825132433325052,0.057509733736515044
2145,0.02343885075300932,0.0843538099527359,0.029731174185872077,0.034695821814239025,0.0411290992051363,0.049505594186484814,0.05932492502033711
2150,0.023636849597096443,0.08747825719416143,0.030043807812035084,0.03510565496981144,0.04193632863461971,0.05064920801669359,0.061207498982548715
2155,0.02382579691708088,0.09039826914668084,0.030295990779995917,0.03555563185364008,0.042655687779188156,0.05179909057915211,0.06301119178533554
