tshare1_x,tshare2_x,tshare3_x,tshare4_x,tshare5_x,tshare6_x,tshare7_x,tshare8_x,tshare9_x,tshare10_x,tshare11_x,tshare12_x
0.114,0.075,0.099,0.034,0.116,0.163,0.017,0.142,0.099,0.017,0.0,0.125
