tshare1_x,tshare2_x,tshare3_x,tshare4_x,tshare5_x,tshare6_x,tshare7_x,tshare8_x,tshare9_x,tshare10_x,tshare11_x,tshare12_x
0.114,0.06,0.141,0.0,0.06,0.255,0.002,0.12,0.107,0.028,0.058,0.054
