year,range_1pct,range_99pct,q10,q25,q50,q75,q90
2015,0.3279004395008087,0.3279004395008087,0.3279004395008087,0.3279004395008087,0.3279004395008087,0.3279004395008087,0.3279004395008087
2020,0.34993717074394226,0.34993717074394226,0.34993717074394226,0.34993717074394226,0.34993717074394226,0.34993717074394226,0.34993717074394226
2025,0.3716107904911041,0.37473729252815247,0.3716107904911041,0.3716109097003937,0.37319216132164,0.3747371733188629,0.37473729252815247
2030,0.392379492521286,0.4016367495059967,0.3923797309398651,0.39547643065452576,0.3971082866191864,0.39870485663414,0.4016359746456146
2035,0.411808996796608,0.42998936772346497,0.41491004824638367,0.417978972196579,0.42120161652565,0.42434415221214294,0.4272367060184479
2040,0.4295664131641388,0.4592167472839355,0.4358588695526123,0.44033947587013245,0.44514361023902893,0.4496856927871704,0.45391711592674255
2045,0.4485776710510254,0.4864216750860214,0.45635035037994387,0.4622218757867813,0.4685518443584442,0.4745948016643524,0.4799446940422058
2050,0.4655087274312973,0.5138638067245483,0.4760809600353241,0.48314516246318817,0.4912204146385193,0.49893783032894135,0.5051615357398986
2055,0.48172041296958923,0.5407799804210663,0.49500062465667727,0.5030999183654785,0.5130541920661926,0.5221078097820282,0.529682207107544
2060,0.49579600751399994,0.5662564861774445,0.5121443629264831,0.5220530033111572,0.5337650775909424,0.5444012582302094,0.5532233119010925
2065,0.5090666556358338,0.5909619569778443,0.5289072871208191,0.5401120781898499,0.5533345937728882,0.5657797157764435,0.5755561947822571
2070,0.521302775144577,0.6142483031749726,0.5440770626068115,0.55701744556427,0.5717421770095825,0.5858904123306274,0.5968788623809814
2075,0.5324522042274475,0.6362517321109772,0.55782630443573,0.5728126168251038,0.589220404624939,0.604775458574295,0.6169949889183044
2080,0.5416978764533996,0.657097270488739,0.5708956718444824,0.5875476002693176,0.6055048108100891,0.6224930286407471,0.6360304236412049
2085,0.5502097272872924,0.6773324406147003,0.582649290561676,0.6012374758720398,0.6206710338592529,0.6392859220504761,0.6541359305381775
2090,0.557445011138916,0.6955825662612916,0.5936765313148499,0.613473504781723,0.6345800757408142,0.6549786031246185,0.6711531758308411
2095,0.564167104959488,0.7138167405128479,0.6035341262817383,0.6247413456439972,0.6476244330406189,0.6694023609161377,0.6873586177825928
2100,0.5706462895870209,0.7309463465213776,0.6125805377960205,0.6353534162044525,0.6596794724464417,0.6831963062286377,0.7020444393157959
2105,0.5753243052959442,0.7466496670246124,0.6198971152305603,0.644773006439209,0.6709526777267456,0.6957913339138031,0.7161213636398316
2110,0.5795448458194733,0.7618242335319519,0.6271056771278382,0.653367668390274,0.6814098358154297,0.7076810598373413,0.7292886972427368
2115,0.5827113437652588,0.7763978219032288,0.6334378957748413,0.6609799265861511,0.6905007362365723,0.7184782028198242,0.7418567538261414
2120,0.5861086225509644,0.7906916284561157,0.6391186714172363,0.6679665744304657,0.6995855569839478,0.7286308407783508,0.7535721659660339
2125,0.5875834047794342,0.804029815196991,0.6444131851196289,0.6747245788574219,0.7074906826019287,0.7380898594856262,0.764199161529541
2130,0.5899490535259246,0.8161263072490692,0.6488101840019226,0.6805421710014343,0.7149876952171326,0.7473630011081696,0.7744416952133178
2135,0.5918037712574005,0.8269808781147003,0.6525309920310974,0.6858605146408081,0.7217128276824951,0.7554644346237183,0.7839420557022094
2140,0.593423947095871,0.8377071535587312,0.6558260798454285,0.6906855702400208,0.7280338406562805,0.7632744312286377,0.7925639629364014
2145,0.5939656686782837,0.8471173131465912,0.658747673034668,0.6949330270290375,0.7337843179702759,0.7700435817241669,0.8002134442329407
2150,0.5947432577610016,0.8572989857196808,0.661673378944397,0.6986876726150513,0.7387865781784058,0.7764526307582855,0.8082531094551086
2155,0.5949194645881652,0.867011114358902,0.6638081073760986,0.701861172914505,0.7435862421989441,0.7823484539985657,0.8155189514160156
