0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
-0.46202738157841594,0.9120826427807991,-0.2475525587797165,-0.49458134174346924,-0.7414470911026001,-0.9880166053771973,-1.2536470890045166,-1.5215344429016113,-1.7820554971694946,-2.0268547534942627,-2.2491984367370605,-2.444979667663574,-2.613731861114502,-2.7584455013275146,-2.751915454864502,-2.7460267543792725,-2.7424585819244385,-2.740204334259033,-2.738741874694824,-2.7379345893859863,-2.738170623779297,-2.7392120361328125,-2.74100661277771,-2.7436444759368896,-2.7469165325164795,-2.750905990600586,-2.7555935382843018,-2.7611050605773926,-2.7671921253204346,-2.774017572402954,-2.7820427417755127,-2.790518045425415,-2.799981117248535,-2.8099985122680664,-2.8206875324249268,-2.8316426277160645,-2.842883348464966,-2.854365825653076,-2.8659539222717285,-2.877267599105835,-2.888476610183716,-2.8990671634674072
-1.1205583161172101,1.5005180521452188,-0.24535654485225677,-0.48625484108924866,-0.7266931533813477,-0.9670414328575134,-1.2160605192184448,-1.4708832502365112,-1.7261314392089844,-1.975597858428955,-2.2122645378112793,-2.431183099746704,-2.629884719848633,-2.806187868118286,-2.8000478744506836,-2.7932920455932617,-2.788538694381714,-2.7851274013519287,-2.783400535583496,-2.782931327819824,-2.783474922180176,-2.7838804721832275,-2.7848567962646484,-2.7850098609924316,-2.7855048179626465,-2.7858612537384033,-2.7869174480438232,-2.788480281829834,-2.790480613708496,-2.793285846710205,-2.796963930130005,-2.8019723892211914,-2.8082563877105713,-2.8157434463500977,-2.823866844177246,-2.8326737880706787,-2.8418734073638916,-2.8516342639923096,-2.861581563949585,-2.8715505599975586,-2.881504774093628,-2.891244888305664
0.27707933445503397,0.6269887166479498,-0.25740838050842285,-0.5255240201950073,-0.7988341450691223,-1.077167272567749,-1.410818099975586,-1.7441521883010864,-2.0522923469543457,-2.3177413940429688,-2.5307936668395996,-2.6870484352111816,-2.789205551147461,-2.8514304161071777,-2.851534843444824,-2.8518729209899902,-2.85020112991333,-2.8437297344207764,-2.8336033821105957,-2.821150064468384,-2.8083465099334717,-2.7956106662750244,-2.784048080444336,-2.7742252349853516,-2.7658071517944336,-2.75927734375,-2.7543115615844727,-2.7508270740509033,-2.748990774154663,-2.7487432956695557,-2.7504565715789795,-2.753823757171631,-2.758319616317749,-2.7642500400543213,-2.7711257934570312,-2.778913974761963,-2.7873926162719727,-2.7964439392089844,-2.80582332611084,-2.8156309127807617,-2.8250844478607178,-2.8345906734466553
0.43920469809216334,0.2800441546808794,-0.25435343384742737,-0.5164310932159424,-0.7811598181724548,-1.0478575229644775,-1.358646273612976,-1.6677167415618896,-1.9545865058898926,-2.2050890922546387,-2.4116523265838623,-2.570652961730957,-2.6841187477111816,-2.7649922370910645,-2.758758306503296,-2.7524778842926025,-2.7479166984558105,-2.7422573566436768,-2.735801935195923,-2.729238748550415,-2.7238376140594482,-2.7198734283447266,-2.718008041381836,-2.7176859378814697,-2.7193870544433594,-2.722529411315918,-2.727038860321045,-2.7325313091278076,-2.7394378185272217,-2.747069835662842,-2.7557406425476074,-2.7652082443237305,-2.7754125595092773,-2.785953998565674,-2.797070264816284,-2.8084399700164795,-2.820322275161743,-2.8322620391845703,-2.843999147415161,-2.855515956878662,-2.866797685623169,-2.877737283706665
1.8652721527403489,-0.22893851922834774,-0.2844238579273224,-0.6009930968284607,-0.9465129971504211,-1.31959867477417,-1.8110765218734741,-2.297816276550293,-2.725098133087158,-3.062986135482788,-3.3001973628997803,-3.438127040863037,-3.4849209785461426,-3.4668850898742676,-3.4859695434570312,-3.4898788928985596,-3.4700803756713867,-3.4233405590057373,-3.3610129356384277,-3.2916922569274902,-3.220238208770752,-3.1500000953674316,-3.08237624168396,-3.0195212364196777,-2.961503028869629,-2.9111993312835693,-2.8688700199127197,-2.834212303161621,-2.8058583736419678,-2.7838358879089355,-2.767125368118286,-2.7548398971557617,-2.7463932037353516,-2.7411723136901855,-2.7390754222869873,-2.7390737533569336,-2.741199254989624,-2.7448253631591797,-2.749729633331299,-2.7550251483917236,-2.760927438735962,-2.7675023078918457
-1.0855194090121763,1.528810875688794,-0.24611401557922363,-0.48948994278907776,-0.732699990272522,-0.9762364029884338,-1.2327467203140259,-1.494889736175537,-1.7556883096694946,-2.0075201988220215,-2.2428102493286133,-2.456186294555664,-2.6454789638519287,-2.8096859455108643,-2.803577423095703,-2.7979180812835693,-2.79378342628479,-2.791292190551758,-2.790036678314209,-2.7895774841308594,-2.789945602416992,-2.789842367172241,-2.7896993160247803,-2.789034605026245,-2.7882659435272217,-2.787651300430298,-2.7875566482543945,-2.787738561630249,-2.788949728012085,-2.790800094604492,-2.793555974960327,-2.797776699066162,-2.803041696548462,-2.809382438659668,-2.816889524459839,-2.825000286102295,-2.8334169387817383,-2.842766284942627,-2.8521554470062256,-2.8618621826171875,-2.8714559078216553,-2.880974769592285
0.9376761337739983,0.5368521776021851,-0.2743303179740906,-0.5731227993965149,-0.8907625079154968,-1.227293610572815,-1.6657638549804688,-2.103468179702759,-2.4947590827941895,-2.8116583824157715,-3.0415291786193848,-3.1816468238830566,-3.2382874488830566,-3.2358322143554688,-3.259312391281128,-3.2767269611358643,-3.27705979347229,-3.256044387817383,-3.221120595932007,-3.177712917327881,-3.1301844120025635,-3.080977439880371,-3.0323739051818848,-2.9859566688537598,-2.9435465335845947,-2.903499126434326,-2.8700928688049316,-2.840165853500366,-2.816065788269043,-2.7960376739501953,-2.780416488647461,-2.7686171531677246,-2.7607710361480713,-2.7560689449310303,-2.7540884017944336,-2.7541019916534424,-2.7556703090667725,-2.759117364883423,-2.7634077072143555,-2.7686915397644043,-2.774336814880371,-2.7805206775665283
0.11897709801518408,0.7632268919360041,-0.25640904903411865,-0.5227020382881165,-0.7936756014823914,-1.069318413734436,-1.3974608182907104,-1.7260853052139282,-2.031444549560547,-2.296525478363037,-2.5117111206054688,-2.671912431716919,-2.779784917831421,-2.848109483718872,-2.848907709121704,-2.849644184112549,-2.849112033843994,-2.8444275856018066,-2.8357582092285156,-2.8248586654663086,-2.81247615814209,-2.8014330863952637,-2.7911465167999268,-2.782325506210327,-2.7739062309265137,-2.7672417163848877,-2.7622015476226807,-2.7587289810180664,-2.756408214569092,-2.7562263011932373,-2.7574219703674316,-2.7599949836730957,-2.763759136199951,-2.7688426971435547,-2.7750988006591797,-2.782367467880249,-2.7904372215270996,-2.799136161804199,-2.808236837387085,-2.817742347717285,-2.8269710540771484,-2.836379289627075
0.17153851773412487,1.056724219549933,-0.26422572135925293,-0.5452117323875427,-0.8367599844932556,-1.139333963394165,-1.5197885036468506,-1.901895523071289,-2.2516067028045654,-2.5452842712402344,-2.7703652381896973,-2.9210288524627686,-3.001572608947754,-3.0307931900024414,-3.047532796859741,-3.0631017684936523,-3.0706892013549805,-3.0653300285339355,-3.050912618637085,-3.029977560043335,-3.0047595500946045,-2.977184772491455,-2.9489095211029053,-2.920562744140625,-2.894023895263672,-2.869403123855591,-2.8472797870635986,-2.827165365219116,-2.8105273246765137,-2.796553611755371,-2.785876989364624,-2.778046131134033,-2.773033857345581,-2.7703659534454346,-2.769923210144043,-2.7716526985168457,-2.774397611618042,-2.77807879447937,-2.782952308654785,-2.788778066635132,-2.7950737476348877,-2.801621913909912
1.6923950029634716,-0.7378510323323253,-0.2640437185764313,-0.5435009002685547,-0.8308166265487671,-1.1240237951278687,-1.485592246055603,-1.84012770652771,-2.1559362411499023,-2.4141948223114014,-2.607306718826294,-2.734025716781616,-2.7998383045196533,-2.826171398162842,-2.8129003047943115,-2.7975242137908936,-2.780848741531372,-2.761007785797119,-2.7411229610443115,-2.7232401371002197,-2.708933115005493,-2.6987221240997314,-2.6929948329925537,-2.6912434101104736,-2.692844867706299,-2.697387456893921,-2.704148292541504,-2.71248197555542,-2.722198486328125,-2.7328178882598877,-2.7443583011627197,-2.756507396697998,-2.7691547870635986,-2.7820305824279785,-2.795081615447998,-2.8083014488220215,-2.8213906288146973,-2.8339385986328125,-2.8463962078094482,-2.8583128452301025,-2.8697240352630615,-2.880647659301758
