tshare1_x,tshare2_x,tshare3_x,tshare4_x,tshare5_x,tshare6_x,tshare7_x,tshare8_x,tshare9_x,tshare10_x,tshare11_x,tshare12_x
0.092,0.098,0.064,0.058,0.165,0.06,0.137,0.064,0.146,0.03,0.0,0.087
