tshare1_x,tshare2_x,tshare3_x,tshare4_x,tshare5_x,tshare6_x,tshare7_x,tshare8_x,tshare9_x,tshare10_x,tshare11_x,tshare12_x
0.121,0.054,0.098,0.037,0.166,0.072,0.115,0.069,0.145,0.018,0.054,0.052
